team1,team2,team1_score,team2_score,match_date,match_time
Galatasaray Esports,Fenerbahçe Esports,0,2,N/A,12:40 PM
DVM Esport,Akroma,2,1,N/A,11:00 AM
HGE Esport,Outplayed,0,3,N/A,11:00 AM
NOM Esports,Incognito,2,1,N/A,10:00 AM
MOUZ,FOKUS,2,1,N/A,10:00 AM
PCIFIC Espor,İstanbul Wildcats,2,1,N/A,9:35 AM
PPP,EX0TIK GAMING,2,0,N/A,9:00 AM
OnlyFins,Requiem,0,2,N/A,9:00 AM
Fire Flux Esports,HOWL Esports,2,0,N/A,7:00 AM
Paper Rex,ZETA DIVISION,2,1,N/A,6:00 AM
TYLOO,FunPlus Phoenix,2,1,N/A,6:00 AM
JDG Esports,All Gamers,2,0,N/A,4:00 AM
Gen.G,Team Secret,1,2,N/A,3:00 AM
swaglord9000,Penguin Party,3,1,N/A,11:00 PM
LOUD,LEVIATÁN,0,2,N/A,7:35 PM
G2 Esports,KRÜ Esports,2,1,N/A,4:00 PM
Cicadas Gaming,VALIANT,0,2,N/A,1:50 PM
Papara SuperMassive,PCIFIC Espor,2,0,N/A,1:00 PM
FOKUS,ALTERNATE aTTaX,2,0,N/A,12:35 PM
Zero Tenacity,Chipi Chapa's,0,2,N/A,12:10 PM
Requiem,NXT,2,0,N/A,11:30 AM
Zerance,Joblife,2,1,N/A,11:00 AM
Barça eSports,UCAM Esports Club,3,2,N/A,11:00 AM
DSYRE,NOVO Esports,3,0,N/A,11:00 AM
ESC Gaming,B8 Esports,0,2,N/A,10:00 AM
Galakticos,Fire Flux Esports,1,2,N/A,9:30 AM
PPP,SAW,0,2,N/A,9:00 AM
Eintracht Frankfurt,MOUZ,2,1,N/A,9:00 AM
OnlyFins,Metizport,2,0,N/A,9:00 AM
EDward Gaming,Bilibili Gaming,2,0,N/A,7:20 AM
İstanbul Wildcats,S2G Esports,0,2,N/A,7:00 AM
ALTERNATE aTTaX,DIVIZON,2,0,N/A,7:00 AM
ZETA DIVISION,Talon Esports,2,1,N/A,5:45 AM
Trace Esports,Titan Esports Club,2,1,N/A,4:00 AM
DRX,DetonatioN FocusMe,2,1,N/A,3:00 AM
Penguin Party,VIXENS,2,0,N/A,12:00 AM
MYVRA,KS Hunters,0,2,N/A,9:00 PM
University War GC,9z Team GC,1,2,N/A,7:00 PM
FUSION,Chivas Esports,3,0,N/A,6:00 PM
Legacy,RED Canids,0,2,N/A,5:15 PM
XLD Gaming,TBK Esports,0,2,N/A,3:00 PM
CGN Esports,Eintracht Frankfurt,2,1,N/A,2:20 PM
Team Heretics,Gentle Mates,2,1,N/A,2:00 PM
BBL Esports,Team Vitality,1,2,N/A,11:00 AM
MOUZ,FOKUS,2,1,N/A,11:00 AM
Gen.G,Global Esports,2,0,N/A,6:00 AM
Dragon Ranger Gaming,Wolves Esports,0,2,N/A,6:00 AM
TYLOO,JDG Esports,0,2,N/A,4:00 AM
Paper Rex,Rex Regum Qeon,2,1,N/A,3:00 AM
Hero Base,2Game Esports,1,2,N/A,6:00 PM
Galorys,SAGAZ,2,1,N/A,3:00 PM
Stellae Gaming,THE 7,1,2,N/A,3:00 PM
Team Liquid,Karmine Corp,2,0,N/A,1:05 PM
KOI,Natus Vincere,2,0,N/A,11:00 AM
FULL SENSE,XERXIA Esports,2,0,N/A,8:15 AM
Disguised,Reve Drift Arena,1,2,N/A,8:15 AM
Team NKT,Santa Gang,2,0,N/A,6:00 AM
Titan Esports Club,FunPlus Phoenix,2,0,N/A,6:00 AM
Please Don't Fire,Ninjas in Galaxy,0,2,N/A,6:00 AM
Oblivion Force,PAPA ESPORTS,2,0,N/A,6:00 AM
FOCUSGG,JiJieHao,2,1,N/A,5:40 AM
FearX,IAM,1,2,N/A,5:00 AM
Rank El Cuties,ZOL Esports,0,2,N/A,5:00 AM
BOOM Esports,Alter Ego,2,0,N/A,3:45 AM
Arena Internet Cafe,Justice For Tomorrow,0,2,N/A,3:30 AM
OLD STINKY CAT,JustUs,0,2,N/A,2:40 AM
ARF TEAM,Cynical,2,0,N/A,2:00 AM
SUPERFECT Esports,VEC DAEJEON,1,2,N/A,1:00 AM
Carti World,Subversive,2,0,N/A,1:00 AM
KS Hunters,FUSION X,0,2,N/A,8:35 PM
NRG Esports,KRÜ Esports,2,1,N/A,6:05 PM
9z Team GC,Zen eSports GC,2,1,N/A,5:00 PM
MIBR,100 Thieves,0,2,N/A,4:00 PM
FUT Esports,Gentle Mates,2,0,N/A,2:25 PM
Team Heretics,GIANTX,2,1,N/A,11:00 AM
ELEVATE,LaZe,2,1,N/A,9:25 AM
Made in Thailand,XOXO-01,2,0,N/A,9:20 AM
ONE Team Esports,Five Ace Esports,2,0,N/A,9:10 AM
Avernus Esports,Subversive,2,0,N/A,7:00 AM
JiJieHao,BOBO,2,0,N/A,6:30 AM
Barn nong chok,Sharper Esport,2,1,N/A,6:00 AM
All Gamers,Trace Esports,0,2,N/A,6:00 AM
NEXGA,Kizuna Esports,1,2,N/A,6:00 AM
Oblivion Force,Team Kobolds,1,2,N/A,6:00 AM
Alter Ego,Le Crapaud,2,0,N/A,5:25 AM
Sin Prisa Gaming,SLT Seongnam,2,0,N/A,4:00 AM
FOCUSGG,iPGN,2,1,N/A,3:30 AM
Tyrant Esports,Oasis Gaming,1,2,N/A,3:00 AM
ARF TEAM,THE HERO DETA,2,1,N/A,2:00 AM
Dplus Esports,Nongshim RedForce,0,2,N/A,1:00 AM
OLD STINKY CAT,NAOS,0,2,N/A,1:00 AM
LOUD,FURIA,1,2,N/A,6:15 PM
Evil Geniuses,LEVIATÁN,0,2,N/A,4:00 PM
Diamant Esports,Zero Tenacity,2,0,N/A,12:45 PM
Requiem,SweetNsour,2,1,N/A,12:15 PM
HOWL Esports,Galakticos,2,0,N/A,11:45 AM
trashcan,ESC Gaming,2,0,N/A,11:15 AM
Barça eSports,KPI Gaming,3,2,N/A,11:00 AM
Eternal Fire,Fire Flux Esports,2,0,N/A,9:30 AM
apinaorkesteri,Formulation Gaming,1,2,N/A,9:00 AM
Disguised,Please Don't Fire,2,0,N/A,8:20 AM
PAPA ESPORTS,Five Ace Esports,1,2,N/A,8:10 AM
B8 Esports,NOM Esports,2,1,N/A,8:00 AM
LaZe,Reve Drift Arena,2,0,N/A,6:00 AM
Team Kobolds,ROA Esport,2,0,N/A,6:00 AM
Justice For Tomorrow,FOCUSGG,2,1,N/A,5:30 AM
Arena Internet Cafe,JiJieHao,2,0,N/A,3:30 AM
Sentinels,Cloud9,2,0,N/A,6:25 PM
NRG Esports,G2 Esports,0,2,N/A,4:00 PM
GoNext Esports,Chipi Chapa's,2,0,N/A,12:35 PM
PCIFIC Espor,S2G Esports,2,1,N/A,12:10 PM
NXT,OnlyFins,2,1,N/A,11:30 AM
UCAM Esports Club,Ramboot Club,3,0,N/A,11:00 AM
Acend,Incognito,2,1,N/A,10:00 AM
Papara SuperMassive,Galatasaray Esports,0,2,N/A,9:30 AM
Metizport,Apeks,0,2,N/A,9:00 AM
DRX,Talon Esports,2,1,N/A,5:00 AM
Paper Rex,DetonatioN FocusMe,2,0,N/A,3:00 AM
LEVIATÁN,100 Thieves,2,0,N/A,7:20 PM
LOUD,MIBR,2,1,N/A,4:00 PM
VALIANT,Joblife,0,2,N/A,2:00 PM
HGE Esport,Axolotl,13,8,N/A,1:15 PM
Fire Flux Esports,Fenerbahçe Esports,2,0,N/A,1:00 PM
Diamant Esports,trashcan,1,2,N/A,12:15 PM
Requiem,Formulation Gaming,2,0,N/A,12:00 PM
VX300 Gaming,LONETEAM,13,3,N/A,12:00 PM
CGN Esports,SK Gaming,2,0,N/A,11:45 AM
DVM Esport,Zerance,1,2,N/A,11:00 AM
DSYRE,Outplayed,13,4,N/A,11:00 AM
Team RA'AD,R8 Esports,0,3,N/A,11:00 AM
ESC Gaming,NOM Esports,0,2,N/A,10:00 AM
ALTERNATE aTTaX,MOUZ,0,2,N/A,9:35 AM
HOWL Esports,İstanbul Wildcats,1,2,N/A,9:30 AM
Metizport,SweetNsour,0,2,N/A,9:00 AM
EX0TIK GAMING,Impulse GW,2,0,N/A,9:00 AM
Eintracht Frankfurt,Xperion NXT,2,0,N/A,7:00 AM
EDward Gaming,Nova Esports,2,0,N/A,6:20 AM
BLEED,Gen.G,1,2,N/A,6:15 AM
Bilibili Gaming,Dragon Ranger Gaming,2,0,N/A,4:00 AM
Global Esports,T1,1,2,N/A,3:00 AM
Evergarden GC,VIXENS,1,2,N/A,9:30 PM
Sentinels,KRÜ Esports,2,0,N/A,6:00 PM
Evil Geniuses,FURIA,2,0,N/A,4:00 PM
RTZN,DSYRE,8,13,N/A,2:15 PM
NOVO Esports,Axolotl,13,2,N/A,1:30 PM
Galakticos,PCIFIC Espor,1,2,N/A,1:20 PM
GoNext Esports,Incognito,2,0,N/A,1:15 PM
DIVIZON,FOKUS,1,2,N/A,1:00 PM
Akroma,Solary,2,1,N/A,12:45 PM
LONETEAM,HGE Esport,10,13,N/A,12:25 PM
NXT,apinaorkesteri,2,1,N/A,11:25 AM
Impulse GW,SAW,1,2,N/A,11:20 AM
Cicadas Gaming,Mandatory,0,2,N/A,11:00 AM
Outplayed,VX300 Gaming,13,11,N/A,11:00 AM
Team Falcons,Unity Esports,3,0,N/A,11:00 AM
Eternal Fire,Galatasaray Esports,1,2,N/A,10:10 AM
Chipi Chapa's,Acend,1,2,N/A,10:00 AM
Ovation eSports,Permitta Unicorns,2,1,N/A,10:00 AM
OnlyFins,Apeks,0,2,N/A,9:00 AM
PPP,EX0TIK GAMING,2,1,N/A,8:00 AM
All Gamers,FunPlus Phoenix,1,2,N/A,7:30 AM
Papara SuperMassive,S2G Esports,1,2,N/A,7:00 AM
ZETA DIVISION,Rex Regum Qeon,0,2,N/A,5:10 AM
Titan Esports Club,TYLOO,1,2,N/A,4:00 AM
Talon Esports,DetonatioN FocusMe,2,0,N/A,3:00 AM
Penguin Party,polar bear,2,0,N/A,9:15 PM
swaglord9000,Scissor Sisters,2,0,N/A,7:00 PM
E-Xolos LAZER,RETA Esports,3,2,N/A,6:00 PM
YFP Gaming,M80,1,2,N/A,5:00 PM
FLUFFY AIMERS,Dough Bros,2,0,N/A,3:00 PM
FNATIC,Karmine Corp,2,0,N/A,1:30 PM
KOI,Gentle Mates,0,2,N/A,11:00 AM
Ninjas in Galaxy,Kizuna Esports,0,2,N/A,8:05 AM
XOXO-01,XERXIA Esports,1,2,N/A,8:00 AM
JDG Esports,Trace Esports,2,1,N/A,6:35 AM
BOBO,Rub n' Pug,2,0,N/A,6:25 AM
Barn nong chok,Team NKT,0,2,N/A,6:00 AM
ELEVATE,NEXGA,2,0,N/A,6:00 AM
Revenant Esports,True Rippers,3,0,N/A,5:30 AM
Team Big BAAM,Unicorn Cyber Esports,3,1,N/A,5:00 AM
Alter Ego,DIS Esports,2,0,N/A,4:15 AM
Nova Esports,Wolves Esports,2,0,N/A,4:00 AM
REJECT,FENNEL,0,2,N/A,3:30 AM
EDGE,iPGN,1,2,N/A,3:30 AM
Carti World,ZOL Esports,0,2,N/A,3:05 AM
Le Crapaud,Bigetron Arctic,2,0,N/A,2:00 AM
RIDDLE ORDER,VARREL,2,0,N/A,1:00 AM
OLD STINKY CAT,Oasis Gaming,0,2,N/A,1:00 AM
TP REVEN,RETA Esports,2,3,N/A,6:00 PM
Oxygen Esports,DarkZero Esports,1,2,N/A,5:10 PM
Blinn,Winthrop University,2,0,N/A,3:00 PM
Natus Vincere,GIANTX,0,2,N/A,1:00 PM
BBL Esports,Team Liquid,2,0,N/A,11:00 AM
Unicorn Cyber Esports,Crocodile Tears,3,2,N/A,8:25 AM
XERXIA Esports,Sharper Esport,1,2,N/A,8:20 AM
LaZe,Please Don't Fire,2,0,N/A,8:00 AM
Rank El Cuties,NAOS,0,2,N/A,7:45 AM
FOCUSGG,Rub n' Pug,2,0,N/A,6:35 AM
XOXO-01,Santa Gang,0,2,N/A,6:00 AM
EDward Gaming,Dragon Ranger Gaming,0,2,N/A,6:00 AM
Disguised,Kizuna Esports,2,0,N/A,6:00 AM
True Rippers,Velocity Gaming,3,2,N/A,5:30 AM
DIS Esports,ARF TEAM,0,2,N/A,5:05 AM
LAZY,Team Big BAAM,2,1,N/A,5:00 AM
JustUs,ZOL Esports,1,2,N/A,4:10 AM
Dplus Esports,FearX,2,0,N/A,3:35 AM
SCARZ,Murash Gaming,2,0,N/A,3:30 AM
BOBO,Justice For Tomorrow,1,2,N/A,3:30 AM
THE HERO DETA,Bigetron Arctic,2,1,N/A,2:00 AM
Sengoku Gaming,NORTHEPTION,2,0,N/A,1:00 AM
Sin Prisa Gaming,Nongshim RedForce,2,0,N/A,1:00 AM
Avernus Esports,Tyrant Esports,2,1,N/A,1:00 AM
2Game Esports,Stellae Gaming,2,0,N/A,5:35 PM
QoR,SaD Esports,0,2,N/A,5:15 PM
Legacy,Galorys,0,2,N/A,3:00 PM
Moist x Shopify,TSM,2,0,N/A,3:00 PM
9z Team,All Knights,1,3,N/A,3:00 PM
FNATIC,Team Vitality,2,1,N/A,1:15 PM
Team Heretics,FUT Esports,2,0,N/A,11:00 AM
Orangutan,Velocity Gaming,0,2,N/A,9:00 AM
ELEVATE,Reve Drift Arena,0,2,N/A,8:30 AM
Made in Thailand,Team NKT,2,0,N/A,8:05 AM
Oblivion Force,ONE Team Esports,2,1,N/A,8:00 AM
Subversive,Tyrant Esports,0,2,N/A,6:45 AM
JiJieHao,iPGN,2,0,N/A,6:40 AM
FULL SENSE,Barn nong chok,2,0,N/A,6:00 AM
JDG Esports,FunPlus Phoenix,0,2,N/A,6:00 AM
NEXGA,Ninjas in Galaxy,2,0,N/A,6:00 AM
Da Feng Gou,PAPA ESPORTS,0,2,N/A,6:00 AM
Revenant Esports,True Rippers,2,1,N/A,5:30 AM
Avernus Esports,ZOL Esports,0,2,N/A,4:20 AM
SUPERFECT Esports,IAM,0,2,N/A,3:45 AM
Arena Internet Cafe,EDGE,2,1,N/A,3:30 AM
SLT Seongnam,VEC DAEJEON,2,0,N/A,1:00 AM
Oasis Gaming,NAOS,2,1,N/A,1:00 AM
RED Canids,TBK Esports,1,2,N/A,5:35 PM
Hero Base,THE 7,0,2,N/A,3:00 PM
OXEN,All Knights,0,3,N/A,3:00 PM
KOI,GIANTX,2,0,N/A,1:00 PM
LaZe,Kizuna Esports,2,0,N/A,9:00 AM
True Rippers,Velocity Gaming,2,0,N/A,7:45 AM
ELEVATE,Please Don't Fire,2,1,N/A,6:00 AM
Revenant Esports,Orangutan,2,0,N/A,5:30 AM
G2 Esports,Cloud9,2,1,N/A,4:00 PM
Hurricane Of Feathers,GTZ Esports,9,13,N/A,3:00 PM
DSYRE,NOVO Esports,13,10,N/A,2:15 PM
PPP,EX0TIK GAMING,13,3,N/A,2:00 PM
HGE Esport,Outplayed,10,13,N/A,1:00 PM
FTW Leça FC Esports,SAW,9,13,N/A,1:00 PM
R8 Esports,NASR Esports,2,1,N/A,1:00 PM
VX300 Gaming,RTZN,13,2,N/A,12:00 PM
Eternal Fire,Fenerbahçe Esports,2,1,N/A,12:00 PM
Acend,Diamant Esports,2,0,N/A,11:50 AM
Axolotl,LONETEAM,13,7,N/A,11:00 AM
Unity Esports,Underground Gaming,2,0,N/A,11:00 AM
KPI Gaming,Falke Esports,3,0,N/A,11:00 AM
Incognito,B8 Esports,0,2,N/A,10:00 AM
HOWL Esports,PCIFIC Espor,2,0,N/A,9:30 AM
Team Secret,T1,2,1,N/A,5:20 AM
DRX,Rex Regum Qeon,0,2,N/A,3:00 AM
LOUD,Evil Geniuses,1,2,N/A,6:45 PM
FURIA,100 Thieves,2,0,N/A,4:00 PM
Mandatory,DVM Esport,2,1,N/A,2:00 PM
VX300 Gaming,HGE Esport,10,13,N/A,2:00 PM
Onyx Ravens,NASR Esports,0,2,N/A,2:00 PM
Xperion NXT,DIVIZON,0,2,N/A,1:00 PM
DSYRE,Axolotl,13,4,N/A,1:00 PM
Papara SuperMassive,Fire Flux Esports,2,1,N/A,1:00 PM
NOVO Esports,Outplayed,13,6,N/A,12:00 PM
Impulse GW,FTW Leça FC Esports,13,10,N/A,12:00 PM
GoNext Esports,B8 Esports,2,1,N/A,11:30 AM
Joblife,Cicadas Gaming,2,1,N/A,11:00 AM
RTZN,LONETEAM,5,13,N/A,11:00 AM
FUZOS,EX0TIK GAMING,13,9,N/A,11:00 AM
The Ultimates,Underground Gaming,0,2,N/A,11:00 AM
FIVE Media Clan,Ramboot Club,1,3,N/A,11:00 AM
NOM Esports,trashcan,0,2,N/A,10:00 AM
FOKUS,CGN Esports,2,1,N/A,10:00 AM
GTZ Esports,PPP,4,13,N/A,10:00 AM
Galakticos,S2G Esports,2,1,N/A,9:30 AM
SAW,Hurricane Of Feathers,13,2,N/A,9:00 AM
Nova Esports,Bilibili Gaming,1,2,N/A,7:05 AM
MOUZ,Eintracht Frankfurt,1,2,N/A,7:00 AM
DetonatioN FocusMe,ZETA DIVISION,2,1,N/A,5:05 AM
TYLOO,Trace Esports,1,2,N/A,4:00 AM
Global Esports,BLEED,2,0,N/A,3:00 AM
Sentinels,NRG Esports,2,0,N/A,6:15 PM
MIBR,LEVIATÁN,0,2,N/A,4:00 PM
LONETEAM,Outplayed,8,13,N/A,2:10 PM
R8 Esports,Team RA'AD,1,2,N/A,2:00 PM
Permitta Unicorns,ALTERNATE aTTaX,0,2,N/A,1:00 PM
Solary,VALIANT,0,2,N/A,1:00 PM
VX300 Gaming,NOVO Esports,4,13,N/A,1:00 PM
ESC Gaming,Chipi Chapa's,0,2,N/A,12:45 PM
FTW Leça FC Esports,FUZOS,13,15,N/A,12:15 PM
HGE Esport,DSYRE,10,13,N/A,12:00 PM
HOWL Esports,Eternal Fire,2,0,N/A,12:00 PM
Akroma,Zerance,0,2,N/A,11:00 AM
Axolotl,RTZN,9,13,N/A,11:00 AM
PPP,SAW,13,11,N/A,11:00 AM
Team Falcons,Unity Esports,2,0,N/A,11:00 AM
B8 Esports,Acend,2,1,N/A,10:00 AM
SK Gaming,Ovation eSports,2,1,N/A,10:00 AM
Hurricane Of Feathers,Impulse GW,7,13,N/A,10:00 AM
Galatasaray Esports,İstanbul Wildcats,2,0,N/A,9:30 AM
EX0TIK GAMING,GTZ Esports,13,6,N/A,9:00 AM
Paper Rex,DRX,2,1,N/A,6:50 AM
EDward Gaming,Wolves Esports,1,2,N/A,6:00 AM
Titan Esports Club,All Gamers,0,2,N/A,4:00 AM
Talon Esports,Rex Regum Qeon,2,1,N/A,3:00 AM
TP REVEN,E-Xolos LAZER,0,2,N/A,8:00 PM
YFP Gaming,Dough Bros,2,0,N/A,6:10 PM
Hero Base,XLD Gaming,2,0,N/A,5:10 PM
RETA Esports,ILLICIT,2,1,N/A,5:00 PM
TBK Esports,THE 7,0,2,N/A,3:00 PM
Blinn,DarkZero Esports,1,2,N/A,3:00 PM
Natus Vincere,FUT Esports,0,2,N/A,12:50 PM
BBL Esports,Karmine Corp,0,2,N/A,11:00 AM
FULL SENSE,Made in Thailand,2,0,N/A,9:00 AM
Disguised,Ninjas in Galaxy,2,0,N/A,8:05 AM
Team Big BAAM,Rapid Lofi,0,2,N/A,7:50 AM
FunPlus Phoenix,Trace Esports,1,2,N/A,7:15 AM
Sharper Esport,Santa Gang,2,1,N/A,6:00 AM
NEXGA,Reve Drift Arena,2,0,N/A,6:00 AM
JustUs,Carti World,0,2,N/A,5:10 AM
BOOM Esports,THE HERO DETA,2,0,N/A,5:00 AM
LAZY,Cyberking Esports,1,2,N/A,5:00 AM
SCARZ,FENNEL,2,1,N/A,4:25 AM
Dragon Ranger Gaming,Nova Esports,1,2,N/A,4:00 AM
Subversive,ZOL Esports,0,2,N/A,3:20 AM
DIS Esports,Cynical,1,2,N/A,2:00 AM
Murash Gaming,REJECT,2,1,N/A,1:00 AM
Rank El Cuties,Oasis Gaming,0,2,N/A,1:00 AM
E-Xolos LAZER,ILLICIT,2,0,N/A,8:30 PM
RED Canids,Galorys,2,0,N/A,5:15 PM
QoR,TSM,1,2,N/A,5:15 PM
RETA Esports,TP REVEN,1,2,N/A,5:00 PM
Legacy,2Game Esports,0,2,N/A,3:00 PM
Stellae Gaming,SAGAZ,2,0,N/A,3:00 PM
Moist x Shopify,SaD Esports,0,2,N/A,3:00 PM
Team Vitality,Team Liquid,2,0,N/A,2:10 PM
GIANTX,Gentle Mates,2,1,N/A,11:00 AM
ELEVATE,Kizuna Esports,2,0,N/A,8:25 AM
Team NKT,XERXIA Esports,1,2,N/A,8:05 AM
Team Kobolds,Hungkuang Falcon,2,1,N/A,7:50 AM
Crocodile Tears,Rapid Lofi,1,2,N/A,7:30 AM
JustUs,NAOS,0,2,N/A,6:05 AM
XOXO-01,Barn nong chok,0,2,N/A,6:00 AM
LaZe,Ninjas in Galaxy,2,0,N/A,6:00 AM
ROA Esport,PAPA ESPORTS,0,2,N/A,6:00 AM
Team Big BAAM,Unicorn Cyber Esports,2,0,N/A,5:00 AM
Nongshim RedForce,IAM,2,1,N/A,3:55 AM
DIS Esports,Bigetron Arctic,0,2,N/A,3:30 AM
Sengoku Gaming,VARREL,2,1,N/A,3:25 AM
Carti World,Tyrant Esports,2,1,N/A,2:50 AM
BOOM Esports,Le Crapaud,2,0,N/A,1:15 AM
NORTHEPTION,RIDDLE ORDER,0,2,N/A,1:00 AM
SLT Seongnam,SUPERFECT Esports,2,0,N/A,1:00 AM
Rank El Cuties,Subversive,2,0,N/A,1:00 AM
Cynical,THE HERO DETA,0,2,N/A,11:00 PM
FLUFFY AIMERS,M80,1,2,N/A,5:10 PM
OXEN,9z Team,0,2,N/A,4:20 PM
Oxygen Esports,Winthrop University,2,0,N/A,3:00 PM
Team Heretics,Natus Vincere,2,0,N/A,2:30 PM
Furious Gaming,All Knights,0,2,N/A,1:00 PM
BBL Esports,FNATIC,1,2,N/A,11:00 AM
Made in Thailand,Sharper Esport,2,1,N/A,9:10 AM
Please Don't Fire,Reve Drift Arena,1,2,N/A,8:05 AM
Five Ace Esports,ONE Team Esports,1,2,N/A,8:00 AM
FULL SENSE,Santa Gang,2,1,N/A,6:00 AM
NEXGA,Disguised,0,2,N/A,6:00 AM
Team Kobolds,Oblivion Force,0,2,N/A,6:00 AM
Avernus Esports,OLD STINKY CAT,0,2,N/A,5:40 AM
FearX,Sin Prisa Gaming,0,2,N/A,3:45 AM
Oasis Gaming,ZOL Esports,2,0,N/A,3:25 AM
Cynical,Bigetron Arctic,0,2,N/A,3:00 AM
Alter Ego,ARF TEAM,0,2,N/A,1:10 AM
VEC DAEJEON,Dplus Esports,0,2,N/A,1:00 AM
Carti World,NAOS,0,2,N/A,1:00 AM
THE HERO DETA,Le Crapaud,2,0,N/A,11:00 PM
All Knights,9z Team,1,2,N/A,5:30 PM
OXEN,Furious Gaming,2,1,N/A,2:00 PM
FUT Esports,KOI,2,1,N/A,1:00 PM
FUZOS,GTZ Esports,8,13,N/A,4:25 PM
Impulse GW,PPP,13,9,N/A,3:25 PM
Barça eSports,UCAM Esports Club,5,13,N/A,2:00 PM
SAW,EX0TIK GAMING,13,2,N/A,2:00 PM
Imperium Gaming,Falke Esports,11,13,N/A,1:00 PM
FTW Leça FC Esports,Hurricane Of Feathers,13,9,N/A,1:00 PM
KPI Gaming,Ramboot Club,13,0,N/A,12:00 PM
FIVE Media Clan,ZETA Gaming,13,7,N/A,11:00 AM
G2 Gozen,Team Falcons Vega,3,0,N/A,10:00 AM
Team Secret,Global Esports,2,0,N/A,5:35 AM
Rex Regum Qeon,DetonatioN FocusMe,2,0,N/A,3:00 AM
Akave Esports GC,FUSION X,3,1,N/A,5:00 PM
Shopify Rebellion,FlyQuest RED,3,2,N/A,4:00 PM
Zerance,Mandatory,2,1,N/A,2:20 PM
Ramboot Club,Barça eSports,7,13,N/A,2:00 PM
NOVO Esports,LONETEAM,13,3,N/A,2:00 PM
Xperion NXT,FOKUS,0,2,N/A,1:45 PM
UCAM Esports Club,FIVE Media Clan,7,13,N/A,1:00 PM
RTZN,HGE Esport,7,13,N/A,1:00 PM
Falke Esports,KPI Gaming,4,13,N/A,12:00 PM
Outplayed,Axolotl,13,6,N/A,12:00 PM
GTZ Esports,SAW,13,15,N/A,12:00 PM
ZETA Gaming,Imperium Gaming,13,8,N/A,11:00 AM
VALIANT,Akroma,2,1,N/A,11:00 AM
DSYRE,VX300 Gaming,13,3,N/A,11:00 AM
Hurricane Of Feathers,FUZOS,11,13,N/A,11:00 AM
PPP,FTW Leça FC Esports,13,5,N/A,10:00 AM
GIANTX GC,Team Falcons Vega,1,3,N/A,10:00 AM
DIVIZON,MOUZ,1,2,N/A,9:20 AM
EX0TIK GAMING,Impulse GW,3,13,N/A,9:00 AM
Eintracht Frankfurt,Permitta Unicorns,0,2,N/A,7:00 AM
Paper Rex,Talon Esports,2,0,N/A,6:30 AM
Bilibili Gaming,Wolves Esports,2,0,N/A,6:05 AM
All Gamers,TYLOO,2,0,N/A,4:00 AM
T1,Gen.G,1,2,N/A,3:00 AM
KRÜ BLAZE,9z Team GC,3,0,N/A,5:00 PM
Passion Project,FlyQuest RED,0,3,N/A,4:00 PM
DVM Esport,Joblife,0,2,N/A,2:00 PM
Outplayed,RTZN,13,6,N/A,2:00 PM
LONETEAM,DSYRE,6,13,N/A,1:00 PM
Formulation Gaming,Metizport,2,0,N/A,12:45 PM
ALTERNATE aTTaX,SK Gaming,2,0,N/A,12:05 PM
Axolotl,VX300 Gaming,1,13,N/A,12:00 PM
Team Falcons Vega,NASR Ignite,2,0,N/A,12:00 PM
Cicadas Gaming,Solary,2,1,N/A,11:00 AM
HGE Esport,NOVO Esports,1,13,N/A,11:00 AM
Ovation eSports,CGN Esports,0,2,N/A,10:00 AM
G2 Gozen,GIANTX GC,2,0,N/A,10:00 AM
apinaorkesteri,OnlyFins,1,2,N/A,9:00 AM
Titan Esports Club,JDG Esports,0,2,N/A,6:00 AM
Team Secret,BLEED,2,1,N/A,5:40 AM
ZETA DIVISION,DRX,1,2,N/A,3:00 AM
TP REVEN,RETA Esports,0,2,N/A,8:30 PM
FlyQuest RED,Solstice,2,0,N/A,7:45 PM
SAGAZ,Legacy,0,2,N/A,5:25 PM
Oxygen Esports,Dough Bros,2,0,N/A,5:05 PM
E-Xolos LAZER,ILLICIT,2,1,N/A,5:00 PM
Passion Project,Shopify Rebellion,1,2,N/A,4:00 PM
RED Canids,2Game Esports,0,2,N/A,3:00 PM
QoR,M80,0,2,N/A,3:00 PM
MOUZ,Xperion NXT,2,0,N/A,1:25 PM
Karmine Corp GC,NASR Ignite,1,2,N/A,1:15 PM
SweetNsour,Apeks,2,0,N/A,11:00 AM
Permitta Unicorns,DIVIZON,2,0,N/A,11:00 AM
BBL Queens,Team Falcons Vega,0,2,N/A,11:00 AM
Kizuna Esports,Reve Drift Arena,1,2,N/A,8:25 AM
Barn nong chok,Santa Gang,0,2,N/A,7:40 AM
LAZY,Fancy United Esports,0,2,N/A,7:05 AM
Made in Thailand,XERXIA Esports,2,0,N/A,6:00 AM
ELEVATE,Ninjas in Galaxy,2,0,N/A,6:00 AM
Cyberking Esports,Team Flash,0,2,N/A,5:00 AM
Alter Ego,THE HERO DETA,2,1,N/A,4:20 AM
JustUs,Oasis Gaming,0,2,N/A,4:05 AM
Murash Gaming,RIDDLE ORDER,0,2,N/A,4:00 AM
BOOM Esports,Bigetron Arctic,2,0,N/A,2:00 AM
NORTHEPTION,REJECT,0,2,N/A,1:00 AM
OLD STINKY CAT,Subversive,2,1,N/A,1:00 AM
FUSION,Six Karma,0,2,N/A,8:00 PM
Stellae Gaming,XLD Gaming,0,2,N/A,6:30 PM
Moist x Shopify,Winthrop University,2,1,N/A,6:30 PM
E-Xolos LAZER,RETA Esports,0,2,N/A,5:00 PM
